,region,comp,civil,mining
477,7,-106.35376629157285,-86.73016596403365,-78.57702687587897
478,7,-107.71838966241558,-86.55714936763027,-79.01932418829108
479,7,-106.44655069617401,-86.40143443086724,-79.41739176946197
480,7,-107.80189562655661,-86.16129098778052,-79.77565259251577
481,7,-106.72170606390095,-86.44516188900246,-79.4980873332642
482,7,-105.74953545751086,-86.30064570010222,-79.04827859993777
483,7,-107.17458191175977,-85.970581130092,-79.04345073994399
484,7,-108.4571237205838,-86.2735230170828,-78.2391056659496
485,7,-109.61141134852542,-86.64617071537451,-78.51519509935463
486,7,-107.75027021367288,-86.88155364383707,-79.16367558941917
487,7,-106.2752431923056,-86.29339827945336,-78.94730803047726
488,7,-107.64771887307504,-86.26405845150802,-78.25257722742953
489,7,-106.18294698576753,-86.33765260635722,-78.32731950468657
490,7,-105.06465228719078,-86.7038873457215,-78.19458755421792
491,7,-104.2581870584717,-86.63349861114935,-78.27512879879613
492,7,-102.93236835262454,-86.37014875003442,-77.74761591891652
493,7,-104.63913151736209,-86.63313387503098,-77.77285432702487
494,7,-103.67521836562588,-86.66982048752789,-78.09556889432238
495,7,-105.30769652906329,-86.1028384387751,-78.38601200489015
496,7,-106.77692687615696,-85.89255459489759,-78.44741080440113
497,7,-108.09923418854126,-86.00329913540783,-78.10266972396101
498,7,-106.78931076968713,-85.90296922186704,-78.39240275156492
499,7,-105.41037969271842,-85.81267229968033,-77.85316247640843
